date,team,number,name,grade,position,minutes_played,status,shoot_1st,shoot_2nd,shoot_total,goals,goal_rate
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,5,愼 昌樹,4,DF,90,先発,0,1,1,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,8,朴 創嶺,不明,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,10,朴 ソラ,4,MF,62,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,19,金 亨政,3,MF,90,先発,2,1,3,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,23,チョ ヘフィ,4,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,29,鄭 誓華,2,MF,62,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,11,鄭 泰男,4,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,14,金 世諒,3,MF,71,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,12,金 利優,4,GK,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,3,金 龍昇,不明,DF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,20,金 星希,4,MF,28,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,6,姜 正晃,4,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,17,金 翔栄,4,MF,19,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,18,ソン スンイ,不明,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,朝鮮大学校,9,金 翔元,4,MF,28,控え,0,1,1,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,16,今村　光汰,4,GK,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,3,信賀　有希,4,DF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,7,森岡　大地,4,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,5,松井　琢磨,2,DF,90,先発,0,1,1,1,100.0
2026/04/04(土) 17:00 キックオフ,玉川大学,36,上野　湊,3,DF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,11,中村　隼人,4,MF,90,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,14,林　雄琉,4,MF,87,先発,1,0,1,1,100.0
2026/04/04(土) 17:00 キックオフ,玉川大学,10,内田　凜,4,MF,90,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,23,國本　純成,3,MF,90,先発,1,2,3,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,13,堀野辺　空,4,MF,72,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,19,国谷　康太,3,FW,78,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,18,佐久間　駿喜,3,FW,12,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,17,上野　兼叶,2,FW,18,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,33,荒井　陽大,2,FW,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,26,杉山　和勢,2,MF,3,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,34,坂本　佳晴,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,22,歳森　杏介,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,15,丸尾　航琉,4,DF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,玉川大学,27,楠山　奈音,3,DF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,1,神山　洋輝,4,GK,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,5,大西　遼久,4,DF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,6,渡邊　元気,2,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,7,立入　光記,4,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,8,小宮　昂大,3,MF,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,9,篠崎　開惺,3,FW,90,先発,2,2,4,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,10,原子　泰地,4,FW,90,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,13,竹中　暖喜,3,DF,90,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,19,森下　優之心,2,DF,84,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,33,中村　朗莞,3,FW,90,先発,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,36,井上　愛翔,2,MF,90,先発,1,0,1,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,11,島田　健央,4,FW,6,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,14,木村　光,3,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,15,櫻井　恵太,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,18,田房　朋樹,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,21,川瀬　統己,4,GK,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,25,川口　湊人,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,30,中野　楓麻,4,DF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,37,佐々木　統羽,2,MF,0,控え,0,0,0,0,0.0
2026/04/04(土) 17:00 キックオフ,横浜国立大学（神奈川県）,40,小島　滉人,4,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,1,重山　武史,4,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,5,瀧川　穣,4,DF,90,先発,1,1,2,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,19,加藤　大聖,4,DF,90,先発,1,0,1,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,24,永山　泰希,3,DF,90,先発,0,2,2,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,40,泉谷　俊,2,MF,90,先発,1,2,3,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,8,中里　春輝,4,DF,78,先発,2,0,2,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,33,宇野　大稀,2,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,22,水越　大心,3,MF,60,先発,2,0,2,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,11,田辺　伊吹,4,FW,90,先発,0,1,1,1,100.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,13,藤倉　空知,3,MF,64,先発,1,0,1,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,10,森田　蓮人,4,FW,90,先発,2,1,3,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,21,神田　謙二郎,2,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,4,小野寺　拓巳,2,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,2,久保田　琳,4,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,45,寺田　聡,2,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,15,柳澤　広喜,3,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,37,関口　陽大,2,MF,26,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,26,池戸　虹成,2,MF,30,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,14,石塚　優斗,3,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,武蔵大学,47,廣井　悠真,2,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,1,磯貝 仁斗,4,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,2,横山 聡大,2,DF,90,先発,1,0,1,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,3,北村 翼,3,DF,74,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,25,間 琥太朗,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,33,渋谷 竜聖,3,DF,90,先発,0,1,1,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,93,小川 寧大,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,6,大塚 逢祥,3,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,10,城田 優,4,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,14,葛西 由晏,2,MF,90,先発,1,2,3,1,33.3
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,24,川口 友作,4,MF,64,先発,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,9,遠田 凌,4,FW,76,先発,1,2,3,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,91,嶋﨑 寛大,4,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,37,清水 佑,3,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,12,松尾 凜久,4,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,46,鈴木 堅斗,4,MF,14,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,98,久場 莉稀,3,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,18,中村 陶冶,1,FW,16,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,19,有田 海志,3,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,28,谷口 莉都,2,FW,26,控え,0,0,0,0,0.0
2026/04/05(日) 10:00 キックオフ,日本大学文理学部,29,髙山 周,3,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,90,三治　陽空,2,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,88,山本　陵聖,4,DF,90,先発,0,1,1,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,44,堀江　響希,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,3,岩本　晴,4,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,22,高橋　陽翔,4,DF,90,先発,1,0,1,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,5,高井　翔麻,3,DF,90,先発,2,5,7,1,14.3
2026/04/05(日) 11:00 キックオフ,桜美林大学,6,吉川　遥人,4,MF,90,先発,0,4,4,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,7,佐藤　天真,4,MF,86,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,96,木村　恵真,1,MF,81,先発,0,1,1,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,21,菊地　琉世,4,MF,79,先発,0,1,1,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,25,大成　春斗,4,FW,79,先発,0,1,1,1,100.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,80,小野口　怜望,1,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,31,牧野　歩,1,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,15,大崎　陽斗,4,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,67,細谷　隼生,2,DF,9,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,2,小野　文也,4,MF,11,控え,0,1,1,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,36,菊地　勝斗,4,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,9,斎藤　翔太,4,MF,4,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,18,佐藤　璃央,4,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,桜美林大学,20,倉橋　正吾,4,FW,11,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,1,若尾　林太朗,3,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,2,松本　隆宏,4,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,3,中川　賢人,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,4,木内　温大,4,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,5,小林　恭輔,4,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,13,梶　圭朝,2,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,6,神山　晃太,3,MF,55,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,7,児島　巧海,2,MF,90,先発,1,1,2,1,50.0
2026/04/05(日) 11:00 キックオフ,学習院大学,8,小川　将弥,3,MF,64,先発,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,10,小林　千紘,4,MF,90,先発,1,2,3,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,11,渡辺　創士,3,MF,90,先発,0,2,2,1,50.0
2026/04/05(日) 11:00 キックオフ,学習院大学,12,大西　怜真,不明,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,24,柳澤　和希,3,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,14,佐藤　友樹,4,MF,35,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,16,藤井　冬威,2,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,18,大久保　史温,2,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,9,佐藤　雄哉,3,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,15,早稲田　睦,4,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,17,原　壮太,4,FW,26,控え,0,0,0,0,0.0
2026/04/05(日) 11:00 キックオフ,学習院大学,20,北林　星七,2,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,12,中村　裕大,2,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,4,北林　嶺,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,5,内田　雄真,2,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,7,大塚　恭生,3,MF,90,先発,1,1,2,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,10,伊崎　耕紀,4,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,13,宮﨑　悠斗,3,MF,83,先発,1,0,1,1,100.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,16,村松　晴登,3,MF,90,先発,1,3,4,1,25.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,19,山田　士雄,2,MF,90,先発,0,1,1,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,21,古垣　大樹,2,MF,62,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,28,海老原　寛大,2,MF,62,先発,2,1,3,2,66.7
2026/04/05(日) 13:30 キックオフ,東京経済大学,18,新井　悠河,不明,FW,74,先発,1,2,3,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,30,寺内　聡,3,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,24,川村　大樹,2,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,27,川畑　宇輝,3,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,3,古澤　友麻,3,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,8,河西　透和,不明,MF,7,控え,0,2,2,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,17,吉儀　大,3,MF,28,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,9,小尾　丞斗,4,FW,16,控え,0,1,1,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,14,中島　洋之介,3,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,東京経済大学,15,久保寺　壱晟,3,FW,28,控え,0,1,1,1,100.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,30,大久保　陸翔,1,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,4,吉田　太陽,3,DF,90,先発,1,0,1,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,11,平田　竜誠,4,DF,76,先発,1,0,1,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,15,林　晃希,2,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,5,橋本　晃進,3,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,7,小林　優介,3,MF,83,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,8,春原　	哲汰,3,MF,71,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,10,小林　暢,4,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,13,齊藤　大翔,1,MF,86,先発,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,14,杉本　侑哉,3,MF,90,先発,0,1,1,1,100.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,9,功刀　崇斗,4,FW,90,先発,1,1,2,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,1,古渕　雅喜,4,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,2,菅原　颯太郎,3,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,3,五十嵐　晴生,3,DF,14,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,29,常盤　啓太,1,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,6,石塚　快,3,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,23,小野　晟和,1,MF,4,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,27,宮代　匠,4,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,18,前原　海聖,2,FW,19,控え,0,0,0,0,0.0
2026/04/05(日) 13:30 キックオフ,神奈川工科大学（神奈川県）,19,脇屋　颯人,1,FW,7,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,1,佐藤 翔,3,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,2,松本 大地,4,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,3,船木 匡太朗,2,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,4,福平 太一,4,DF,90,先発,1,0,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,5,小林 侑希,2,DF,90,先発,0,1,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,6,近江 智哉,2,MF,66,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,9,緒方 快青,4,MF,58,先発,5,3,8,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,13,沢 柊斗,4,MF,58,先発,0,1,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,14,藤田 晴,4,FW,90,先発,2,2,4,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,19,佐山 洸士,2,MF,58,先発,1,0,1,1,100.0
2026/04/05(日) 14:00 キックオフ,帝京大学,26,桾澤 琢太,3,MF,81,先発,1,0,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,7,内堀 太貴,2,MF,32,控え,0,3,3,1,33.3
2026/04/05(日) 14:00 キックオフ,帝京大学,8,桒原 一斗,3,MF,24,控え,0,1,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,10,細木 創太,4,FW,32,控え,0,2,2,1,50.0
2026/04/05(日) 14:00 キックオフ,帝京大学,12,牧野 長太朗,2,GK,0,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,15,杉浦 慶樹,4,FW,9,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,16,池内 優介,3,DF,32,控え,0,1,1,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,18,野田 侑聖,2,MF,0,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,23,大塚 樟太,3,FW,0,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,帝京大学,27,山下 湊太郎,3,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,1,藤田　大輝,4,GK,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,3,松本　和輝,3,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,6,荒川　哲平,3,MF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,8,福島　広大,4,MF,86,先発,1,0,1,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,9,田中　佑樹,3,FW,90,先発,0,1,1,1,100.0
2026/04/05(日) 14:00 キックオフ,上智大学,10,塙　　仁成,4,MF,78,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,33,村田　幸基,1,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,44,山崎　颯介,2,MF,86,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,79,杉崎　皐輔,2,MF,70,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,88,廣恒　龍,2,MF,62,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,97,須田　悠斗,2,DF,90,先発,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,2,唐澤　健太,4,DF,0,控え,0,0,0,0,0.0
2026/04/05(日) 14:00 キックオフ,上智大学,4,須藤　智洋,4,DF,0,控え,0,0,0,0,0.0
