date,team,number,name,grade,position,minutes_played,status,shoot_1st,shoot_2nd,shoot_total,goals,goal_rate
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,24,若林　周祐,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,5,鈴木　和真,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,8,宮越　葵,2,FW,90,先発,3,2,5,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,33,横田　　智風,3,DF,60,先発,4,0,4,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,14,小松　隆之介,2,MF,72,先発,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,6,東島　玄治,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,11,錦戸　寛人,3,FW,46,先発,2,0,2,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,7,放崎　　結生,3,FW,90,先発,2,1,3,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,9,清沢　翼,3,FW,77,先発,1,1,2,2,100.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,21,チャーイ　陽斗,2,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,4,峯村　哲平,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,25,山下　珀空,2,MF,30,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,12,上原　宗賢,2,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,13,小林　琉,3,FW,30,控え,0,2,2,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,22,小山　泰李,3,MF,18,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,18,東　力也,2,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,10,山田　　遼大,4,FW,44,控え,0,7,7,1,14.3
2026/05/03(日) 10:00 キックオフ,横浜市立大学（神奈川県）,20,佐藤　陽人,2,DF,13,控え,0,2,2,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,46,加藤　旭陽,4,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,4,沼野　碧葉,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,5,小林　優翔,3,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,6,芝　陸斗,3,MF,90,先発,1,0,1,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,7,大塚　東翔,3,MF,90,先発,0,1,1,1,100.0
2026/05/03(日) 11:00 キックオフ,工学院大学,8,伊東　幹太,2,MF,83,先発,0,2,2,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,10,樋本　杷瑠,3,MF,78,先発,0,1,1,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,11,大海　太輔,3,MF,88,先発,3,1,4,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,23,後藤　柚希,3,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,24,菊地　健,3,MF,45,先発,1,0,1,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,45,鈴木　伶,3,MF,56,先発,2,0,2,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,1,高橋　佑宇,3,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,2,吉原　龍之介,3,DF,7,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,14,吉田　陽,3,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,15,塩入　大寿,不明,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,17,野村　慶太,3,MF,12,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,18,髙瀬　快周,2,FW,34,控え,0,3,3,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,19,金子　豪留,2,MF,45,控え,0,1,1,1,100.0
2026/05/03(日) 11:00 キックオフ,工学院大学,20,馬場　匠吾,3,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,工学院大学,21,非浦　海大,3,DF,2,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,1,横山　聖,3,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,2,平瀬　歩夢,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,4,齋藤　祥太,4,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,5,大口　峻平,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,6,向所　咲人,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,7,倉田　昇正,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,8,阿部　悠大,3,FW,90,先発,1,0,1,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,9,狩野　快斗,2,FW,83,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,10,小枝　芽生,2,MF,90,先発,0,2,2,1,50.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,27,山本　駿斗,4,MF,78,先発,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,25,田淵　湊翔,2,MF,7,控え,0,0,0,0,0.0
2026/05/03(日) 11:00 キックオフ,東京薬科大学,87,大類　涼,4,FW,12,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,4,小野　琉智,3,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,5,樋口　翼,2,DF,76,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,7,長野　海星,3,FW,90,先発,1,3,4,1,25.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,8,江藤　弘太,2,MF,89,先発,2,3,5,1,20.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,10,則本　雄大,3,MF,90,先発,1,1,2,1,50.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,11,依田　理人,2,MF,65,先発,2,1,3,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,18,高橋　航希,4,FW,81,先発,2,1,3,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,22,刑部　諒真,3,DF,90,先発,1,0,1,1,100.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,25,池田　怜生,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,34,大津　怜,2,DF,81,先発,1,0,1,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,52,ベント莉音　エドワード,2,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,1,山田　真慧,1,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,2,増山　滉士,3,DF,14,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,3,武藤　陸,4,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,6,金指　拓海,3,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,9,小田　凱,2,FW,25,控え,0,2,2,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,13,福田　卓矢,4,FW,9,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,23,高橋　翔,4,MF,9,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京外国語大学,30,島崎　凛太郎,1,MF,1,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,3,丸山　馨矢,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,5,入江　優大,3,MF,90,先発,1,1,2,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,7,山田　大喜,3,MF,90,先発,0,1,1,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,8,武田　泰治,3,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,9,西村　政信,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,10,大野　晃世,3,FW,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,12,影山　剛,3,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,16,長井　琉冴,2,FW,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,17,髙垣　登希生,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,22,赤尾　勘太郎,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,東京農工大学,23,西川　桜冴,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,5,森平　遥大,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,9,市川　寛人,3,FW,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,11,佐藤　聡汰,4,MF,87,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,14,有光　太朗,2,FW,80,先発,1,0,1,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,16,藤澤　拓真,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,21,林元　颯大,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,22,高橋　龍生,2,MF,58,先発,1,1,2,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,25,柏木　祐輝,2,FW,55,先発,1,0,1,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,29,栗田　直仁,3,MF,68,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,31,柳野　秀敏,3,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,27,石川　永真,3,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,6,上村　陽輝,2,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,8,山下　太誠,4,FW,32,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,13,朝倉 友彩,4,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,18,堀井　太智,2,MF,3,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,19,長谷川　奏,2,MF,22,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,20,姫井　奏,2,DF,10,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,24,落合　祐斗,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,26,有村　悠貴,2,FW,35,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,電気通信大学,30,鈴木　千博,3,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,35,伊海　央祐,3,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,6,河本　慎太郎,1,DF,84,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,2,山本　知寛,4,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,23,櫻井　奏人,4,DF,90,先発,2,0,2,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,22,吉田　篤翔,2,DF,55,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,77,前田　千夏,2,MF,90,先発,2,0,2,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,33,中川　太輝,不明,MF,84,先発,1,0,1,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,11,川島　響介,3,MF,90,先発,1,0,1,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,21,鈴木　蒼空,2,MF,74,先発,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,10,本部　響希,2,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,7,立川　涼,3,FW,90,先発,4,3,7,1,14.3
2026/05/03(日) 12:00 キックオフ,都留文科大学,1,濱邊　彗杏,3,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,42,青木　蓮太郎,4,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,8,清　史琉,1,DF,6,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,99,岡本　祥希,1,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,4,神崎　耶音,4,MF,16,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,19,和智　零士,1,MF,35,控え,0,1,1,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,14,須田　翔斗,1,FW,6,控え,0,0,0,0,0.0
2026/05/03(日) 12:00 キックオフ,都留文科大学,39,武藤　瑞生,1,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,3,中村　仁,2,DF,90,先発,1,0,1,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,4,河合 蓮,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,5,杉本　梨央,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,6,深田　泰斗,2,MF,90,先発,0,1,1,1,100.0
2026/05/03(日) 14:00 キックオフ,北里大学,7,北島　大靖,2,MF,90,先発,0,2,2,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,12,町口　巧,2,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,14,根岸　清也,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,17,北條　孝徳,2,FW,69,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,18,内野　翔羽,2,MF,90,先発,0,2,2,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,19,小野 嘉永都,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,2,空本 和真,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,1,瀬尾　陽輔,2,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,8,鈴木　康生,2,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,11,鈴木 健寛,3,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,13,村上　俊太郎,2,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,15,川口　大翔,2,FW,21,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,北里大学,20,坂内 瑞希,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,1,中野　陽介,4,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,4,宮本　空,4,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,5,末木　孝幸,4,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,9,高篠　悠太,4,MF,90,先発,1,1,2,1,50.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,10,木村　淳之介,3,MF,69,先発,4,0,4,1,25.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,15,安藤　晃大,4,MF,60,先発,1,1,2,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,16,山中　翔悟,2,FW,90,先発,2,3,5,1,20.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,17,原田　航太,2,MF,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,27,島村　泰輝,3,DF,90,先発,2,0,2,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,38,亀田　怜大,4,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,95,小林　和楽,2,MF,46,先発,3,0,3,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,11,佐藤　亮樹,3,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,12,半田　紘佑,3,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,21,田中　碧太,3,MF,44,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,30,渡邉　孔生,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,31,加茂　治樹,3,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,35,星川　航祐,2,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,51,村井　杏介,3,MF,30,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,55,山本　万凜,4,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:00 キックオフ,東京科学大学,77,田口　晴大,2,FW,21,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,2,伊藤　晃大,2,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,3,三枝　昇吾,2,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,7,高木　風輝,4,MF,80,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,10,田口　二康,3,MF,90,先発,5,2,7,1,14.3
2026/05/03(日) 14:30 キックオフ,東京都市大学,15,菅原　蒼生,4,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,21,近　一輝,2,MF,67,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,26,時枝　佑太郎,3,MF,90,先発,1,0,1,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,29,梅原　　一真,2,DF,54,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,41,下迫　璃玖,2,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,72,友成　志道,2,MF,90,先発,3,1,4,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,77,城定　諒冴,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,4,阿部　純太,3,DF,10,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,11,青木　春翔,2,FW,23,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,東京都市大学,20,小畑　壱蕗,2,FW,36,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,1,金丸　龍馬,3,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,4,益子　瑞基,3,MF,89,先発,1,3,4,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,6,辻本　晴輝,3,DF,52,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,8,皿澤　狩那,3,MF,86,先発,2,1,3,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,10,法亢　咲太朗,3,MF,90,先発,1,1,2,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,14,今井　獅優,2,DF,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,17,高橋　孝輔,2,MF,67,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,18,塩田　エルカナ,3,FW,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,21,長谷川　滉,2,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,24,松平　雅史,1,FW,90,先発,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,11,川端　晃太郎,2,FW,90,先発,0,1,1,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,3,茂呂　健輔,2,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,7,川端　遼太郎,1,MF,38,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,13,清野山　侑希,2,MF,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,15,齊藤　大晴,2,MF,23,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,19,平松　陽,2,FW,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,23,デジョンケール　マーティンアレクサンドル,3,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,27,細川　大樹,3,MF,4,控え,0,0,0,0,0.0
2026/05/03(日) 14:30 キックオフ,国際基督教大学,28,アレン　健クライブ,3,MF,1,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,3,澤中 颯汰,4,DF,90,先発,0,2,2,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,7,柵木 駿飛,2,FW,78,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,11,菊地 伶王,3,MF,90,先発,2,0,2,1,50.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,20,渡邉 充輝,2,FW,90,先発,2,1,3,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,23,須藤 柊吾,4,FW,62,先発,0,2,2,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,27,小杉 太一,4,GK,90,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,29,石井 郁也,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,37,嶋根 友太,4,MF,90,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,38,高瀬 快斗,3,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,46,駒 廉吾,3,FW,62,先発,2,0,2,2,100.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,47,宮谷 友大,4,DF,87,先発,0,1,1,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,5,廣江 祐星,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,8,假谷 駿翔,3,MF,28,控え,0,1,1,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,9,佐藤 春斗,2,FW,28,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,10,米山 拓真,2,FW,12,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,16,奥田 羚,4,MF,3,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,18,山本 建人,2,GK,0,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,33,恩河 真生,3,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,武蔵野大学,88,澤田 陸希,4,DF,0,控え,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,松蔭大学・横浜商科大学,4,菅野　泰斗,2,DF,90,先発,0,0,0,0,0.0
2026/05/03(日) 15:45 キックオフ,松蔭大学・横浜商科大学,5,森　海璃,4,MF,90,先発,0,1,1,0,0.0
2026/05/03(日) 15:45 キックオフ,松蔭大学・横浜商科大学,6,奥原　空,4,MF,90,先発,1,0,1,0,0.0
2026/05/03(日) 15:45 キックオフ,松蔭大学・横浜商科大学,10,上田　祐雅,4,DF,90,先発,1,0,1,0,0.0
2026/05/03(日) 15:45 キックオフ,松蔭大学・横浜商科大学,12,渋谷　未浬,1,MF,35,先発,0,0,0,0,0.0
