date,team,number,name,position,minutes_played,status
2026/04/18(土) 15:00 キックオフ,帝京大学,11,渡辺 結心,MF,40,控え
2026/04/18(土) 15:00 キックオフ,帝京大学,9,緒方 快青,FW,40,控え
2026/04/18(土) 15:00 キックオフ,帝京大学,23,大塚 樟太,FW,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,1,神山　洋輝,GK,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,5,大西　遼久,DF,73,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,6,渡邊　元気,MF,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,7,立入　光記,MF,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,8,小宮　昂大,MF,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,9,篠崎　開惺,FW,63,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,10,原子　泰地,FW,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,13,竹中　暖喜,DF,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,19,森下　優之心,DF,12,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,26,加藤　士門,FW,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,36,井上　愛翔,MF,90,先発
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,3,髙木　直,MF,27,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,4,飯島　浩輝,MF,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,11,島田　健央,FW,17,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,14,木村　光,MF,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,15,櫻井　恵太,MF,78,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,21,川瀬　統己,GK,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,25,川口　湊人,MF,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,30,中野　楓麻,DF,0,控え
2026/04/18(土) 15:00 キックオフ,横浜国立大学（神奈川県）,40,小島　滉人,DF,0,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,1,清水　　天斗,GK,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,3,雨宮　　壮汰,DF,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,6,目黒　嵩人,DF,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,5,池羽　　航輝,DF,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,27,津田　　楓真,DF,77,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,47,渡辺　浩史,MF,70,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,41,佃　孝太,MF,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,11,舘　颯之介,MF,90,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,16,栗栖　晴己,MF,62,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,7,笠原　　壮瑠,FW,62,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,10,安藤　　稜人,MF,83,先発
2026/04/18(土) 17:00 キックオフ,大東文化大学,12,妹尾　典,GK,0,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,4,正木　　翠羽,DF,0,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,22,髙野　　広大,DF,13,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,18,青　海斗,DF,0,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,14,信國　達也,MF,0,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,19,上田　然,FW,7,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,9,熊田　　裕,MF,28,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,96,奥田　大翔,FW,28,控え
2026/04/18(土) 17:00 キックオフ,大東文化大学,13,佐久間　勇斗,MF,20,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,16,今村　光汰,GK,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,3,信賀　有希,DF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,7,森岡　大地,MF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,5,松井　琢磨,DF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,36,上野　湊,DF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,11,中村　隼人,MF,73,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,14,林　雄琉,MF,84,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,10,内田　凜,MF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,23,國本　純成,MF,90,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,17,上野　兼叶,FW,61,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,19,国谷　康太,FW,84,先発
2026/04/18(土) 17:00 キックオフ,玉川大学,1,大熊　大輔,GK,0,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,13,堀野辺　空,MF,29,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,8,亀田　大空,DF,17,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,26,杉山　和勢,MF,0,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,18,佐久間　駿喜,FW,6,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,22,歳森　杏介,MF,6,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,15,丸尾　航琉,DF,0,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,27,楠山　奈音,DF,0,控え
2026/04/18(土) 17:00 キックオフ,玉川大学,12,松本　里央,FW,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,90,三治　陽空,GK,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,3,岩本　晴,DF,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,5,高井　翔麻,DF,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,22,高橋　陽翔,DF,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,44,堀江　響希,DF,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,6,吉川　遥人,MF,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,7,佐藤　天真,MF,80,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,21,菊地　琉世,MF,88,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,9,斎藤　翔太,MF,60,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,10,石澤　海陽,FW,90,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,25,大成　春斗,FW,68,先発
2026/04/19(日) 10:00 キックオフ,桜美林大学,80,小野口　怜望,GK,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,15,大崎　陽斗,DF,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,67,細谷　隼生,DF,10,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,88,山本　陵聖,DF,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,96,木村　恵真,MF,30,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,17,山田 　結互,MF,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,18,佐藤　璃央,MF,0,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,36,菊地　勝斗,MF,2,控え
2026/04/19(日) 10:00 キックオフ,桜美林大学,20,倉橋　正吾,FW,22,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,1,重山　武史,GK,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,2,久保田　琳,DF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,5,瀧川　穣,DF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,24,永山　泰希,DF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,19,加藤　大聖,DF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,33,宇野　大稀,MF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,8,中里　春輝,DF,74,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,11,田辺　伊吹,FW,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,13,藤倉　空知,MF,82,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,26,池戸　虹成,MF,90,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,10,森田　蓮人,FW,74,先発
2026/04/19(日) 10:00 キックオフ,武蔵大学,21,神田　謙二郎,GK,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,4,小野寺　拓巳,DF,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,34,島田　康誠,DF,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,28,藤田　和,MF,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,15,柳澤　広喜,MF,16,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,45,寺田　聡,MF,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,37,関口　陽大,MF,0,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,50,甲斐田　裕大,MF,8,控え
2026/04/19(日) 10:00 キックオフ,武蔵大学,47,廣井　悠真,FW,16,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,12,中村　裕大,GK,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,4,北林　嶺,DF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,5,内田　雄真,DF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,7,大塚　恭生,MF,87,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,8,河西　透和,MF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,10,伊崎　耕紀,MF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,13,宮﨑　悠斗,MF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,16,村松　晴登,MF,90,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,21,古垣　大樹,MF,68,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,18,新井　悠河,FW,77,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,28,海老原　寛大,MF,68,先発
2026/04/19(日) 13:30 キックオフ,東京経済大学,30,寺内　聡,GK,0,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,6,松井　一晟,DF,3,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,24,川村　大樹,DF,0,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,26,田中　大夢,DF,0,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,14,中島　洋之介,FW,0,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,9,小尾　丞斗,FW,0,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,17,吉儀　大,MF,22,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,29,駒田　晴生,MF,22,控え
2026/04/19(日) 13:30 キックオフ,東京経済大学,15,久保寺　壱晟,FW,13,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,1,金 柱相,GK,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,2,沈 瑞輝,DF,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,4,金 悠宇,DF,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,5,愼 昌樹,DF,53,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,6,姜 正晃,MF,53,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,8,朴 創嶺,MF,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,11,鄭 泰男,MF,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,29,鄭 誓華,MF,75,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,19,金 亨政,MF,87,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,14,金 世諒,MF,90,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,13,李　京樹,MF,87,先発
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,9,金 翔元,MF,3,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,10,朴 ソラ,MF,37,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,12,金 利優,GK,0,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,18,ソン スンイ,MF,15,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,20,金 星希,MF,37,控え
2026/04/19(日) 13:30 キックオフ,朝鮮大学校,27,金　毅昂,MF,3,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,16,今村　光汰,GK,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,3,信賀　有希,DF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,7,森岡　大地,MF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,5,松井　琢磨,DF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,36,上野　湊,DF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,11,中村　隼人,MF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,14,林　雄琉,MF,82,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,10,内田　凜,MF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,23,國本　純成,MF,90,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,17,上野　兼叶,FW,86,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,13,堀野辺　空,MF,74,先発
2026/04/25(土) 10:00 キックオフ,玉川大学,1,大熊　大輔,GK,0,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,19,国谷　康太,FW,0,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,34,坂本　佳晴,MF,0,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,26,杉山　和勢,MF,4,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,18,佐久間　駿喜,FW,8,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,22,歳森　杏介,MF,16,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,15,丸尾　航琉,DF,0,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,27,楠山　奈音,DF,0,控え
2026/04/25(土) 10:00 キックオフ,玉川大学,12,松本　里央,FW,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,30,大久保　陸翔,GK,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,4,吉田　太陽,DF,86,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,11,平田　竜誠,DF,79,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,15,林　晃希,DF,45,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,5,橋本　晃進,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,7,小林　優介,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,8,春原　	哲汰,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,10,小林　暢,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,13,齊藤　大翔,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,14,杉本　侑哉,MF,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,9,功刀　崇斗,FW,90,先発
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,1,古渕　雅喜,GK,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,3,五十嵐　晴生,DF,4,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,26,平野　龍斗,DF,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,29,常盤　啓太,DF,45,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,6,石塚　快,MF,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,17,大山　和真,MF,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,12,川瀬　桜介,FW,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,18,前原　海聖,FW,0,控え
2026/04/25(土) 10:00 キックオフ,神奈川工科大学（神奈川県）,19,脇屋　颯人,FW,11,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,1,神山　洋輝,GK,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,5,大西　遼久,DF,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,6,渡邊　元気,MF,80,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,7,立入　光記,MF,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,8,小宮　昂大,MF,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,9,篠崎　開惺,FW,45,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,10,原子　泰地,FW,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,13,竹中　暖喜,DF,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,26,加藤　士門,FW,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,33,中村　朗莞,FW,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,36,井上　愛翔,MF,90,先発
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,3,髙木　直,MF,45,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,4,飯島　浩輝,MF,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,11,島田　健央,FW,10,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,14,木村　光,MF,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,15,櫻井　恵太,MF,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,19,森下　優之心,DF,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,21,川瀬　統己,GK,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,25,川口　湊人,MF,0,控え
2026/04/25(土) 12:45 キックオフ,横浜国立大学（神奈川県）,40,小島　滉人,DF,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,1,藤田　大輝,GK,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,3,松本　和輝,DF,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,6,荒川　哲平,MF,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,8,福島　広大,MF,70,先発
2026/04/25(土) 12:45 キックオフ,上智大学,9,田中　佑樹,FW,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,10,塙　　仁成,MF,88,先発
2026/04/25(土) 12:45 キックオフ,上智大学,32,堀江　風雅,MF,61,先発
2026/04/25(土) 12:45 キックオフ,上智大学,33,村田　幸基,DF,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,44,山崎　颯介,MF,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,88,廣恒　龍,MF,81,先発
2026/04/25(土) 12:45 キックオフ,上智大学,97,須田　悠斗,DF,90,先発
2026/04/25(土) 12:45 キックオフ,上智大学,2,唐澤　健太,DF,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,4,須藤　智洋,DF,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,14,関口　雄士,MF,29,控え
2026/04/25(土) 12:45 キックオフ,上智大学,17,白坂　航大,MF,2,控え
2026/04/25(土) 12:45 キックオフ,上智大学,20,川島　晴空,DF,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,35,大西　十和,FW,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,80,大島　千虎,FW,0,控え
2026/04/25(土) 12:45 キックオフ,上智大学,81,福尾　涼太,MF,9,控え
2026/04/25(土) 12:45 キックオフ,上智大学,94,安野　一颯,DF,20,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,90,三治　陽空,GK,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,5,高井　翔麻,DF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,44,堀江　響希,DF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,3,岩本　晴,DF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,22,高橋　陽翔,DF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,6,吉川　遥人,MF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,9,斎藤　翔太,MF,90,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,7,佐藤　天真,MF,72,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,21,菊地　琉世,MF,86,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,10,石澤　海陽,FW,67,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,25,大成　春斗,FW,75,先発
2026/04/25(土) 14:00 キックオフ,桜美林大学,80,小野口　怜望,GK,0,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,88,山本　陵聖,DF,0,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,15,大崎　陽斗,DF,23,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,96,木村　恵真,MF,18,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,2,小野　文也,MF,0,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,68,三浦　瑠恩,MF,4,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,23,和田　倖輔,MF,0,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,50,丸田　楽空,MF,0,控え
2026/04/25(土) 14:00 キックオフ,桜美林大学,20,倉橋　正吾,FW,15,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,1,清水　　天斗,GK,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,6,目黒　嵩人,DF,72,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,3,雨宮　　壮汰,DF,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,5,池羽　　航輝,DF,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,27,津田　　楓真,DF,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,47,渡辺　浩史,MF,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,9,熊田　　裕,MF,60,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,11,舘　颯之介,MF,86,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,10,安藤　　稜人,MF,90,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,96,奥田　大翔,FW,65,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,16,栗栖　晴己,MF,79,先発
2026/04/25(土) 14:00 キックオフ,大東文化大学,12,妹尾　典,GK,0,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,18,青　海斗,DF,18,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,4,正木　　翠羽,DF,0,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,22,髙野　　広大,DF,0,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,41,佃　孝太,MF,0,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,14,信國　達也,MF,4,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,13,佐久間　勇斗,MF,11,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,43,並木　俊輔,MF,25,控え
2026/04/25(土) 14:00 キックオフ,大東文化大学,7,笠原　　壮瑠,FW,30,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,1,磯貝 仁斗,GK,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,2,横山 聡大,DF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,3,北村 翼,DF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,25,間 琥太朗,DF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,37,清水 佑,DF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,93,小川 寧大,DF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,65,千葉　海斗,MF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,10,城田 優,MF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,14,葛西 由晏,MF,90,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,24,川口 友作,MF,77,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,9,遠田 凌,FW,89,先発
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,91,嶋﨑 寛大,GK,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,33,渋谷 竜聖,DF,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,77,新門 一晏,DF,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,5,星 恒輝,MF,13,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,46,鈴木 堅斗,MF,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,98,久場 莉稀,MF,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,18,中村 陶冶,FW,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,19,有田 海志,FW,0,控え
2026/04/25(土) 16:00 キックオフ,日本大学文理学部,29,髙山 周,FW,1,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,1,金 柱相,GK,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,2,沈 瑞輝,DF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,4,金 悠宇,DF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,5,愼 昌樹,DF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,10,朴 ソラ,MF,45,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,8,朴 創嶺,MF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,14,金 世諒,MF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,19,金 亨政,MF,90,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,9,金 翔元,MF,77,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,11,鄭 泰男,MF,89,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,13,李　京樹,MF,84,先発
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,12,金 利優,GK,0,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,6,姜 正晃,MF,0,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,20,金 星希,MF,13,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,23,チョ ヘフィ,MF,6,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,28,崔 廣敏,MF,1,控え
2026/04/25(土) 16:00 キックオフ,朝鮮大学校,29,鄭 誓華,MF,45,控え
2026/04/26(日) 10:00 キックオフ,武蔵大学,5,瀧川　穣,DF,90,先発
2026/04/26(日) 10:00 キックオフ,武蔵大学,8,中里　春輝,DF,90,先発
2026/04/26(日) 10:00 キックオフ,武蔵大学,10,森田　蓮人,FW,86,先発
2026/04/26(日) 10:00 キックオフ,武蔵大学,11,田辺　伊吹,FW,90,先発
